date,channel,net_revenue,gross_revenue,order_count,item_quantity,gross_profit,discount_amount
2025-03-20,Website,5622489,6316460,22,44,1353431,352623
2025-03-21,Shopee,15468996,17597892,32,96,3565042,428053
2025-03-21,Lazada,11843944,12793057,48,144,3311928,938433
2025-03-21,TikTok Shop,11981553,12781984,26,52,3300979,586259
2025-03-21,Website,8702919,9347720,18,18,1714852,667101
2025-03-22,Shopee,18802790,19941241,76,228,3439447,1424127
2025-03-22,Lazada,9875630,11260834,26,52,1995249,350167
2025-03-22,TikTok Shop,14086093,16130695,31,93,2708894,396459
2025-03-22,Website,7259189,8082053,15,30,1372307,446491
2025-03-23,Shopee,19341158,22110387,60,180,3606482,785126
2025-03-23,Lazada,13901169,15505252,34,102,3845408,642481
2025-03-23,TikTok Shop,11342636,12163333,35,35,2371719,302655
2025-03-23,Website,8093495,9097558,21,21,2059485,218252
2025-03-24,Shopee,14060520,14942702,35,70,3872364,767915
2025-03-24,Lazada,9958448,10765878,49,147,2325898,705328
2025-03-24,TikTok Shop,11552174,12499039,27,54,3000698,878375
2025-03-24,Website,5589588,6159587,20,60,1336345,147538
2025-03-25,Shopee,13793857,15226064,67,134,2918678,951347
2025-03-25,Lazada,8339729,9454932,23,46,2068237,240564
2025-03-25,TikTok Shop,12724627,13546474,36,108,3370916,886462
2025-03-25,Website,6162720,6839930,28,56,1418891,377873
2025-03-26,Shopee,17623850,20261874,51,153,4183853,1019797
2025-03-26,Lazada,9157848,10069078,29,87,2533515,215473
2025-03-26,TikTok Shop,10316526,10989888,27,81,2074254,659840
2025-03-26,Website,5032879,5637029,15,15,1370532,335000
2025-03-27,Shopee,11250479,12631358,24,48,3132572,670022
2025-03-27,Lazada,7475006,8589577,26,78,1638735,338963
2025-03-27,TikTok Shop,11642099,13377137,25,50,2550857,601555
2025-03-27,Website,6528622,7039398,18,18,1632879,345237
2025-03-28,Shopee,15130093,16084652,60,180,4033464,351735
2025-03-28,Lazada,13293506,14566403,36,36,3160076,618321
2025-03-28,TikTok Shop,13821315,14914694,30,30,2777761,943464
2025-03-28,Website,8143771,9149786,26,26,1760867,581209
2025-03-29,Shopee,22296699,24923958,87,87,4853001,1760593
2025-03-29,Lazada,13302580,15199509,46,46,2867483,644278
2025-03-29,TikTok Shop,14205940,15082939,62,186,3480594,789901
2025-03-29,Website,7150439,7956274,25,50,1462265,193978
2025-03-30,Shopee,13864947,15235671,33,99,3322257,420790
2025-03-30,Lazada,10978947,12379696,27,81,2699195,731899
2025-03-30,TikTok Shop,14314018,15423664,35,105,3213666,296245
2025-03-30,Website,7061652,7473090,27,54,1724038,526155
2025-03-31,Shopee,14158424,14898948,44,132,3946447,690505
2025-03-31,Lazada,9332783,10540765,37,37,2038242,746597
2025-03-31,TikTok Shop,10997528,11875530,25,25,2088916,261850
2025-03-31,Website,5684128,6073428,11,33,1034367,303326
2025-04-01,Shopee,14683273,16567834,30,90,3360360,750815
2025-04-01,Lazada,9742660,10925175,20,60,1874575,635020
2025-04-01,TikTok Shop,9828372,10497354,37,111,2452391,199707
2025-04-01,Website,7212316,8150287,16,16,1326448,393106
2025-04-02,Shopee,14228652,15065041,50,100,3772656,314458
2025-04-02,Lazada,9277438,10210886,34,68,2566396,281071
2025-04-02,TikTok Shop,12274986,13193569,61,61,3370975,628069
2025-04-02,Website,6343701,7079036,17,34,1230586,313547
2025-04-03,Shopee,16053706,17695465,44,88,3862798,812886
2025-04-03,Lazada,9580087,10693884,38,38,1951560,299707
2025-04-03,TikTok Shop,10487139,11909284,29,29,2891748,588629
2025-04-03,Website,6441831,7145139,20,40,1242302,369367
2025-04-04,Shopee,16165314,17862427,67,134,3526920,1199783
2025-04-04,Lazada,12202064,13368664,29,58,3021873,932384
2025-04-04,TikTok Shop,14663145,16182107,53,53,3562511,530278
2025-04-04,Website,7829556,8780413,26,78,1923971,542044
2025-04-05,Shopee,18456852,20154304,64,64,3906135,1241538
2025-04-05,Lazada,9329620,9820274,23,69,1910238,337802
2025-04-05,TikTok Shop,13759140,14598434,28,84,3036341,547083
2025-04-05,Website,8123510,8824422,32,64,2094298,233793
2025-04-06,Shopee,19114875,20593691,60,60,4161606,1493377
2025-04-06,Lazada,10569987,12104520,26,26,2088345,673304
2025-04-06,TikTok Shop,16974349,18822562,47,94,3217557,694828
2025-04-06,Website,7202433,8185852,14,42,1491663,186860
2025-04-07,Shopee,16113177,17193965,71,142,3191493,1101579
2025-04-07,Lazada,9754672,10780544,20,40,2221004,269759
2025-04-07,TikTok Shop,10461536,11702963,51,153,2045744,288551
2025-04-07,Website,7503849,8304930,18,36,1390362,476683
2025-04-08,Shopee,12372523,13866508,31,31,3066177,557934
2025-04-08,Lazada,10307456,11011563,23,46,2678360,516751
2025-04-08,TikTok Shop,12708873,14554984,36,108,3484362,926264
2025-04-08,Website,5690944,6149171,17,17,1563561,252626
2025-04-09,Shopee,16862201,19130581,46,138,3169208,1075761
2025-04-09,Lazada,9009308,9608529,36,36,1697881,334705
2025-04-09,TikTok Shop,11745270,13281959,25,25,3244239,533694
2025-04-09,Website,6385430,7300105,13,13,1455658,325023
2025-04-10,Shopee,14222028,15925659,29,58,2579734,446729
2025-04-10,Lazada,10196632,11434667,50,150,2380225,415040
2025-04-10,TikTok Shop,12438946,13911814,26,26,2994519,968731
2025-04-10,Website,4895141,5582321,10,10,917899,344444
2025-04-11,Shopee,21743286,23598622,46,46,4832928,929432
2025-04-11,Lazada,9674935,11096887,24,48,2625821,338486
2025-04-11,TikTok Shop,16602220,18844810,34,34,3469972,813301
2025-04-11,Website,9146798,9799025,26,78,2223748,398959
2025-04-12,Shopee,16347210,18683404,45,135,3785244,1203238
2025-04-12,Lazada,11495845,13096634,25,50,2135349,233980
2025-04-12,TikTok Shop,12818098,13880144,29,58,2444622,525328
2025-04-12,Website,7853395,8561825,26,26,1493196,388922
2025-04-13,Shopee,18123180,19988230,74,74,4006526,1355370
2025-04-13,Lazada,13229661,14097038,64,192,2712259,638224
2025-04-13,TikTok Shop,17111138,18478806,43,86,4606649,892956
2025-04-13,Website,9415976,9989122,27,54,2312827,436538
2025-04-14,Shopee,13505974,14659031,49,98,2438923,986133
2025-04-14,Lazada,9076745,9631030,29,58,1670354,396406
2025-04-14,TikTok Shop,9080698,10352902,24,24,2239486,698329
2025-04-14,Website,5606756,5953697,16,32,1317657,381199
2025-04-15,Shopee,16167684,17501336,60,120,3721572,1219264
2025-04-15,Lazada,11120898,11823092,27,27,2883330,306574
2025-04-15,TikTok Shop,9698633,10668497,25,75,1975131,588694
2025-04-15,Website,5768496,6304773,15,45,1463716,265695
2025-04-16,Shopee,14451063,15581459,41,41,3700773,503834
2025-04-16,Lazada,9632815,10816928,34,34,1974214,635801
2025-04-16,TikTok Shop,10283885,11820562,30,30,2536346,470483
2025-04-16,Website,6529163,7316881,14,14,1633038,327372
2025-04-17,Shopee,13679292,14621343,46,138,3322574,395654
2025-04-17,Lazada,9307830,9896360,35,35,1930315,293482
2025-04-17,TikTok Shop,12143055,13267869,43,129,2428178,872612
2025-04-17,Website,6220790,6785201,15,30,1555296,490245
2025-04-18,Shopee,17876446,19371235,56,112,3327432,815602
2025-04-18,Lazada,11967541,12930078,52,104,2589269,916473
2025-04-18,TikTok Shop,14664785,15760198,34,34,2906196,293767
2025-04-18,Website,7725729,8275783,20,40,1607075,435664
2025-04-19,Shopee,18287277,19539662,42,84,3956601,699697
2025-04-19,Lazada,14460447,16150798,57,171,3400762,1037081
2025-04-19,TikTok Shop,15827252,17189295,42,84,4024763,875796
2025-04-19,Website,7801797,8377767,19,38,1568187,335812
2025-04-20,Shopee,20461729,21751811,80,240,4914570,459618
2025-04-20,Lazada,11652492,12459925,38,76,3175887,285402
2025-04-20,TikTok Shop,16924822,18818728,34,68,4274111,1343470
2025-04-20,Website,8451460,9324967,27,27,1558289,266241
2025-04-21,Shopee,14344882,16082913,29,87,3980886,1057143
2025-04-21,Lazada,9843909,10956137,22,22,2668535,236869
2025-04-21,TikTok Shop,9265648,10214231,22,66,2400623,278119
2025-04-21,Website,5385899,6030433,15,15,1125468,416589
2025-04-22,Shopee,12455983,14068273,53,159,2478978,857869
2025-04-22,Lazada,9506822,10633090,20,60,2634852,284550
2025-04-22,TikTok Shop,13798466,15018458,29,58,3036834,500742
2025-04-22,Website,7899388,8297201,26,78,1593945,488208
2025-04-23,Shopee,15659731,17155926,33,99,3947159,556391
2025-04-23,Lazada,9913008,10702444,31,62,2331689,300032
2025-04-23,TikTok Shop,8958885,9884845,40,80,1647620,258808
2025-04-23,Website,5828037,6659842,16,32,1558057,134576
2025-04-24,Shopee,13177246,15140045,39,39,3076353,264652
2025-04-24,Lazada,8658499,9639233,22,44,1839552,664849
2025-04-24,TikTok Shop,11203783,12059795,22,22,2474179,635130
2025-04-24,Website,5883669,6757547,15,45,1539122,408538
2025-04-25,Shopee,14432298,16208158,45,90,2852883,1129995
2025-04-25,Lazada,13260069,14794680,27,81,2527956,858539
2025-04-25,TikTok Shop,12957540,14830755,32,64,3459697,752293
2025-04-25,Website,8344892,8934175,17,34,1686202,301481
2025-04-26,Shopee,23650353,25200969,58,58,5983095,1088725
2025-04-26,Lazada,10830756,12349410,38,38,2486700,515148
2025-04-26,TikTok Shop,10361327,11075077,35,70,2842480,319382
2025-04-26,Website,7837358,8245722,22,22,2104529,541169
2025-04-27,Shopee,21449280,22670718,71,71,4775457,1014582
2025-04-27,Lazada,15041950,15944819,36,108,2914064,978128
2025-04-27,TikTok Shop,12689887,14089954,61,122,2771459,337578
2025-04-27,Website,8603772,9690812,41,123,2352854,240310
2025-04-28,Shopee,13766837,14823657,56,168,3303541,929868
2025-04-28,Lazada,9254327,10603254,45,45,2167706,639431
2025-04-28,TikTok Shop,15091890,16151826,61,122,3863029,1109909
2025-04-28,Website,5121953,5535491,17,34,1001092,119611
2025-04-29,Shopee,15032187,16727044,44,44,2737674,340803
2025-04-29,Lazada,9904323,10693439,20,60,2660754,444873
2025-04-29,TikTok Shop,12955434,14784958,64,64,2625646,558677
2025-04-29,Website,6325511,7056338,16,16,1721609,386268
2025-04-30,Shopee,15134520,16635593,58,58,3064018,1171230
2025-04-30,Lazada,8941543,9708108,25,75,1907879,372233
2025-04-30,TikTok Shop,11837846,13489919,48,144,2309686,541199
2025-04-30,Website,5997400,6656881,15,45,1334568,441331
2025-05-01,Shopee,15691143,17456017,43,86,3371063,411663
2025-05-01,Lazada,8970656,10012806,19,38,2341987,562266
2025-05-01,TikTok Shop,11992177,13537796,49,49,3091324,345319
2025-05-01,Website,6236025,6791405,22,66,1619403,490029
2025-05-02,Shopee,21557973,22879830,91,182,5949107,791362
2025-05-02,Lazada,12133654,13132319,49,49,2404735,522973
2025-05-02,TikTok Shop,11747177,12915088,31,62,2929065,526704
2025-05-02,Website,9371839,9969970,25,75,2550644,402906
2025-05-03,Shopee,16935643,18624300,34,102,3882668,883579
2025-05-03,Lazada,11256525,12252308,35,105,2830927,581025
2025-05-03,TikTok Shop,13862070,15529807,44,44,2996577,446314
2025-05-03,Website,9486279,10304374,45,90,2615951,713883
2025-05-04,Shopee,14138026,16133413,61,122,3744812,1018028
2025-05-04,Lazada,16822089,18158936,61,61,4433045,893085
2025-05-04,TikTok Shop,16829186,18078749,39,39,3123271,475729
2025-05-04,Website,8365350,9099377,30,30,2088094,380477
2025-05-05,Shopee,14533628,16279701,63,189,3461339,706474
2025-05-05,Lazada,9727276,10243003,34,68,1888334,337563
2025-05-05,TikTok Shop,12213836,13519719,59,118,2381353,377963
2025-05-05,Website,6755460,7598614,24,72,1856918,325688
2025-05-06,Shopee,15612886,17086701,41,123,3895801,580895
2025-05-06,Lazada,9510649,10043246,33,99,1742464,618839
2025-05-06,TikTok Shop,11228161,11969611,24,48,2956016,682607
2025-05-06,Website,6159128,6808396,14,28,1674759,308648
2025-05-07,Shopee,14301492,15622478,44,44,2963023,364920
2025-05-07,Lazada,10694797,12275410,26,26,2719831,470829
2025-05-07,TikTok Shop,12325536,13211626,53,53,3232378,968285
2025-05-07,Website,4061535,4596259,16,32,924980,240288
2025-05-08,Shopee,15804152,17901764,38,38,2931151,668337
2025-05-08,Lazada,9638595,10308217,22,22,1835574,402528
2025-05-08,TikTok Shop,11485656,12092155,30,60,2254359,303082
2025-05-08,Website,5986259,6643018,19,38,1189915,192180
2025-05-09,Shopee,21625850,23226888,99,99,6004770,1165370
2025-05-09,Lazada,13642753,15670739,27,54,2518016,530360
2025-05-09,TikTok Shop,13583508,14274200,37,74,3466076,1053052
2025-05-09,Website,8565508,9160711,18,36,2163380,671802
2025-05-10,Shopee,16841602,18241675,67,201,3879595,844280
2025-05-10,Lazada,10226759,10762320,36,72,2328585,737643
2025-05-10,TikTok Shop,13852720,14947250,63,63,3438763,342511
2025-05-10,Website,9016042,10325909,36,36,2420268,617135
2025-05-11,Shopee,21255143,23952050,77,77,5937447,1064823
2025-05-11,Lazada,13016550,14878212,27,54,2925444,362795
2025-05-11,TikTok Shop,16290389,17691878,46,92,2997453,1022478
2025-05-11,Website,8680734,9322336,21,63,2089346,672591
2025-05-12,Shopee,13549043,15077090,27,54,2570804,283128
2025-05-12,Lazada,9925600,10964946,27,27,2281808,469366
2025-05-12,TikTok Shop,12641283,14454113,43,43,2361596,690096
2025-05-12,Website,6860430,7264666,17,17,1722417,326862
2025-05-13,Shopee,16781246,19262326,37,74,4111895,477038
2025-05-13,Lazada,10243452,11750961,38,76,1884378,732819
2025-05-13,TikTok Shop,12025643,13118814,29,87,3267536,333580
2025-05-13,Website,7102263,7821352,18,54,1954575,301285
2025-05-14,Shopee,14646239,16119566,35,70,3921397,1164008
2025-05-14,Lazada,8445930,9392393,37,111,1568459,569555
2025-05-14,TikTok Shop,11318597,11893517,22,22,2366334,333812
2025-05-14,Website,5734122,6510424,14,14,1254754,273728
2025-05-15,Shopee,13508986,14655815,54,108,3299549,999767
2025-05-15,Lazada,9286116,9851751,20,20,2351038,696901
2025-05-15,TikTok Shop,10451706,11777209,25,25,2300964,249464
2025-05-15,Website,6067181,6975097,15,30,1221102,391194
2025-05-16,Shopee,14774595,15924613,56,56,3464763,1136344
2025-05-16,Lazada,12605437,14042730,45,90,2985228,999216
2025-05-16,TikTok Shop,15024323,15869291,37,74,3890637,1182619
2025-05-16,Website,7390483,7799973,23,23,2034338,450969
2025-05-17,Shopee,20641422,22193804,60,60,3888000,498605
2025-05-17,Lazada,13680182,14475971,33,99,3079985,618116
2025-05-17,TikTok Shop,12130040,13548823,38,76,2406695,281715
2025-05-17,Website,7447480,8074572,17,34,1463082,305023
2025-05-18,Shopee,17370983,19076163,41,123,4323343,514899
2025-05-18,Lazada,10914965,11847859,25,75,2587193,757291
2025-05-18,TikTok Shop,16533133,18654453,33,99,3304246,1047596
2025-05-18,Website,8010936,8670822,29,87,2037050,514327
2025-05-19,Shopee,14260507,14993763,38,76,3898565,712551
2025-05-19,Lazada,7191292,7632554,19,57,1586677,368493
2025-05-19,TikTok Shop,12454367,14307874,61,61,3031758,726525
2025-05-19,Website,5373336,5661608,21,63,1493267,242932
2025-05-20,Shopee,14840973,16732283,30,90,3231706,606775
2025-05-20,Lazada,9787794,11228308,32,96,2696640,413196
2025-05-20,TikTok Shop,13467863,14163062,34,68,3100417,970568
2025-05-20,Website,5323176,5934762,11,22,1178580,218802
2025-05-21,Shopee,9400362,10270694,19,38,1798647,287170
2025-05-21,Lazada,9686081,10531794,22,66,2319712,509156
2025-05-21,TikTok Shop,14085639,15191400,35,105,3505282,651455
2025-05-21,Website,7257320,8129717,20,20,2028684,496084
2025-05-22,Shopee,15120072,16011609,59,59,3653403,675516
2025-05-22,Lazada,8922126,10037342,19,57,2433268,231816
2025-05-22,TikTok Shop,12710901,13986264,29,29,3136682,903774
2025-05-22,Website,5582546,5986096,17,34,1312785,150003
2025-05-23,Shopee,20279345,23220969,45,90,5612544,1517742
2025-05-23,Lazada,13079803,14921431,31,93,3274967,843244
2025-05-23,TikTok Shop,16989763,19435638,83,83,3920491,612592
2025-05-23,Website,10943726,11827319,32,64,2706713,221604
2025-05-24,Shopee,20095645,21166089,48,48,3925434,853348
2025-05-24,Lazada,11584120,13113264,24,72,2452904,350126
2025-05-24,TikTok Shop,15033073,17277254,30,30,3541400,653664
2025-05-24,Website,6479001,7339768,15,45,1444236,494759
2025-05-25,Shopee,17600298,20200487,43,43,3877555,687952
2025-05-25,Lazada,11737263,12837516,41,41,2946082,323712
2025-05-25,TikTok Shop,14137701,15737298,53,106,3736638,814884
2025-05-25,Website,8379447,9500063,24,24,2303259,270034
2025-05-26,Shopee,13318652,14018734,53,53,3234960,740481
2025-05-26,Lazada,10777408,11982429,50,150,2932095,266486
2025-05-26,TikTok Shop,11610788,12220691,28,84,2241518,548289
2025-05-26,Website,6325932,6760242,16,48,1706679,239217
2025-05-27,Shopee,14202289,16106044,29,87,3664232,953867
2025-05-27,Lazada,9680992,10803268,28,56,1822895,277130
2025-05-27,TikTok Shop,12766121,14219399,60,180,3404647,340292
2025-05-27,Website,5676704,6021323,21,42,1170533,175056
2025-05-28,Shopee,13622896,14977346,56,112,3695509,442449
2025-05-28,Lazada,9161943,10069925,36,36,2028221,450685
2025-05-28,TikTok Shop,9744575,10436729,40,80,2119693,378237
2025-05-28,Website,5715807,6463748,13,13,1199608,424217
2025-05-29,Shopee,13952346,15530654,28,28,2674954,566028
2025-05-29,Lazada,10511168,11545373,27,81,2522673,213386
2025-05-29,TikTok Shop,11993336,13482545,25,25,2390086,261135
2025-05-29,Website,6489330,7149940,30,30,1308448,271860
2025-05-30,Shopee,21211717,22334872,67,67,4284260,1350436
2025-05-30,Lazada,12168790,13102855,45,90,2432830,310526
2025-05-30,TikTok Shop,15830815,17654405,32,64,4029250,787553
2025-05-30,Website,8146329,9324570,17,17,1670073,259645
2025-05-31,Shopee,19868765,22773323,57,57,4736015,1311079
2025-05-31,Lazada,11512952,12279315,31,31,3170393,567242
2025-05-31,TikTok Shop,10701659,11690211,24,72,2217035,418702
2025-05-31,Website,8119425,9018485,31,62,1623658,334317
2025-06-01,Shopee,22553758,24695019,96,96,6220546,793527
2025-06-01,Lazada,13760930,14852824,33,99,3784776,713228
2025-06-01,TikTok Shop,16890084,17785158,41,41,4406691,772944
2025-06-01,Website,9481004,10294232,31,31,1910597,401043
2025-06-02,Shopee,14983732,16900923,54,54,2711506,918466
2025-06-02,Lazada,9756674,10453078,26,78,2532090,721259
2025-06-02,TikTok Shop,10785597,11396315,21,42,2590487,556922
2025-06-02,Website,6113001,6761565,24,72,1471952,446259
2025-06-03,Shopee,15929048,17639746,66,198,3539036,1041315
2025-06-03,Lazada,10913057,12346372,29,29,2179472,743872
2025-06-03,TikTok Shop,11459479,12086074,24,48,2545422,314512
2025-06-03,Website,6013578,6675932,20,60,1312678,328250
2025-06-04,Shopee,14840940,15609458,42,126,4137587,1108597
2025-06-04,Lazada,10228261,10873724,29,58,1878940,531952
2025-06-04,TikTok Shop,9639758,10159457,20,60,1750843,464575
2025-06-04,Website,4607555,5171176,11,22,975507,187755
2025-06-05,Shopee,13866142,15331030,57,114,3180641,316486
2025-06-05,Lazada,8146369,9121047,22,44,1868237,476284
2025-06-05,TikTok Shop,10954175,12425403,41,123,2084299,366317
2025-06-05,Website,6250161,6649380,30,60,1663411,396605
2025-06-06,Shopee,18259922,19483686,57,57,4609001,1255131
2025-06-06,Lazada,14577360,16748752,30,90,3889261,518681
2025-06-06,TikTok Shop,15767196,16730262,70,140,2956416,626900
2025-06-06,Website,8574200,9234338,21,21,2336348,471643
2025-06-07,Shopee,20761773,22062059,78,78,5300553,1521172
2025-06-07,Lazada,10722295,11941316,25,75,2061225,553864
2025-06-07,TikTok Shop,17072227,19054772,37,74,3622575,1090094
2025-06-07,Website,8204423,8689961,25,50,2060444,337863
2025-06-08,Shopee,20883518,23304922,63,189,5546377,1288469
2025-06-08,Lazada,10827209,12420720,45,45,2178949,652122
2025-06-08,TikTok Shop,12355042,13984069,27,27,2826396,499477
2025-06-08,Website,9096608,10018938,19,38,2329176,352125
2025-06-09,Shopee,15546891,17343007,35,105,2962710,432260
2025-06-09,Lazada,8527396,9282561,21,42,2274989,433259
2025-06-09,TikTok Shop,10467798,11187933,25,50,2327090,640378
2025-06-09,Website,7235958,7704334,28,28,1841570,249161
2025-06-10,Shopee,12757901,13634406,28,28,2904005,661537
2025-06-10,Lazada,11452854,12329660,29,87,2157794,525553
2025-06-10,TikTok Shop,10429285,11364717,37,74,2407003,241849
2025-06-10,Website,6866600,7463843,20,20,1681371,438914
2025-06-11,Shopee,14301864,15294316,33,33,3150260,795798
2025-06-11,Lazada,10264309,11401028,21,63,2292600,624785
2025-06-11,TikTok Shop,10934662,12529998,33,33,2094193,805923
2025-06-11,Website,6256346,6718545,18,54,1189351,210138
2025-06-12,Shopee,14969144,16304254,36,36,3023600,1039519
2025-06-12,Lazada,8424366,9262735,24,24,2178312,344203
2025-06-12,TikTok Shop,12744473,14281270,36,72,3229299,326954
2025-06-12,Website,5990837,6834217,12,36,1363969,229566
2025-06-13,Shopee,18842435,20105317,57,171,3522508,588650
2025-06-13,Lazada,10968537,11672535,25,25,2704876,500992
2025-06-13,TikTok Shop,10541781,11256003,49,98,2826523,318820
2025-06-13,Website,8112765,9000306,39,78,1933401,399947
2025-06-14,Shopee,24994647,27425547,75,75,6545914,1350611
2025-06-14,Lazada,13633687,15454274,38,114,3140038,890274
2025-06-14,TikTok Shop,15194301,16105947,60,180,3245012,751202
2025-06-14,Website,8044940,9243470,20,40,1981797,283280
2025-06-15,Shopee,19444379,20442967,44,88,4085525,778248
2025-06-15,Lazada,13284819,14978005,28,84,3034724,480861
2025-06-15,TikTok Shop,13077654,14683872,27,27,2547397,583514
2025-06-15,Website,9422222,10514603,29,29,2032556,205916
2025-06-16,Shopee,16205162,17597866,38,114,3061599,1219258
2025-06-16,Lazada,10420833,11607488,26,52,2789807,632837
2025-06-16,TikTok Shop,12342988,14178800,28,84,2437681,921029
2025-06-16,Website,6411056,7300908,16,32,1531696,491831
2025-06-17,Shopee,16136579,17442550,46,46,3839726,1002245
2025-06-17,Lazada,10280163,11239775,38,76,2432968,694441
2025-06-17,TikTok Shop,11233089,12118715,29,29,2582405,686697
2025-06-17,Website,5958543,6662201,13,39,1648533,342185
2025-06-18,Shopee,15120584,16335743,53,106,2819409,569798
2025-06-18,Lazada,11388029,12004068,26,52,2989893,312102
2025-06-18,TikTok Shop,9991792,10796952,21,42,2150489,699891
2025-06-18,Website,5274588,5670939,23,46,1412916,354008
2025-06-19,Shopee,15240482,17016495,32,96,2979571,383454
2025-06-19,Lazada,9666168,10287359,28,84,1930070,532736
2025-06-19,TikTok Shop,11986756,12934671,49,49,2724803,494789
2025-06-19,Website,6592502,7200702,16,16,1775383,495833
2025-06-20,Shopee,18916978,20190662,52,104,4689374,744360
2025-06-20,Lazada,14729609,16472594,53,53,3019600,662519
2025-06-20,TikTok Shop,12338442,13326829,40,40,2587784,933121
2025-06-20,Website,7502195,8286797,16,32,1937371,525387
2025-06-21,Shopee,19205744,20432242,76,152,4790169,964684
2025-06-21,Lazada,10036381,11008283,25,50,2274798,779694
2025-06-21,TikTok Shop,14957113,15746359,33,99,2731800,987262
2025-06-21,Website,9995963,11251312,40,120,2705756,671708
2025-06-22,Shopee,19504564,21207529,41,123,4570445,1051968
2025-06-22,Lazada,12853553,13565044,36,72,2475512,773845
2025-06-22,TikTok Shop,12975049,14671512,29,87,2932647,301810
2025-06-22,Website,7721479,8316167,33,99,1472524,429780
2025-06-23,Shopee,14298862,15822325,40,120,3047527,338195
2025-06-23,Lazada,9258520,10405987,19,19,2316086,471961
2025-06-23,TikTok Shop,13573848,15257581,27,54,2628444,1000435
2025-06-23,Website,6846444,7394771,24,48,1724717,521643
2025-06-24,Shopee,12982043,14440789,28,28,2485683,259669
2025-06-24,Lazada,9914861,10926001,37,37,1987229,480123
2025-06-24,TikTok Shop,12473688,13650975,26,26,3400383,473943
2025-06-24,Website,7298371,8380498,16,16,1928026,385377
2025-06-25,Shopee,17829508,20253097,41,123,3428965,513040
2025-06-25,Lazada,8460909,9040319,40,120,2079239,255913
2025-06-25,TikTok Shop,10629710,11374163,21,42,2221648,638337
2025-06-25,Website,5453709,5926731,11,22,1195011,337362
2025-06-26,Shopee,14572933,15977711,56,112,2839050,539276
2025-06-26,Lazada,10178427,11261625,38,38,2423013,224384
2025-06-26,TikTok Shop,13176815,13891830,30,60,3640486,633468
2025-06-26,Website,6367433,6862121,14,14,1373931,454319
2025-06-27,Shopee,18752807,20085719,40,120,4360132,952318
2025-06-27,Lazada,12764853,14240366,43,86,3134963,686607
2025-06-27,TikTok Shop,13786878,15462235,31,31,2865382,906576
2025-06-27,Website,10453349,11941359,29,29,2839297,613696
2025-06-28,Shopee,15746467,18049474,39,117,3872012,859164
2025-06-28,Lazada,12820451,14455569,27,81,2640021,793152
2025-06-28,TikTok Shop,19052129,21118319,49,98,3558118,414790
2025-06-28,Website,8368423,8980744,29,87,1595206,636452
2025-06-29,Shopee,19074364,20645442,42,42,5305207,1306848
2025-06-29,Lazada,12010012,12737137,37,37,3036327,516971
2025-06-29,TikTok Shop,15004755,17138995,35,35,3619002,403154
2025-06-29,Website,9743648,10661040,40,80,2344841,686350
2025-06-30,Shopee,11034809,11940943,37,111,2482291,308897
2025-06-30,Lazada,11434004,12234081,23,46,2619648,694398
2025-06-30,TikTok Shop,9786164,10472363,30,30,2186291,506060
2025-06-30,Website,6231995,6597201,20,20,1513824,374664
2025-07-01,Shopee,14254866,15014992,46,46,3839250,592627
2025-07-01,Lazada,10343857,11448886,24,24,2214321,630372
2025-07-01,TikTok Shop,9543926,10494668,20,20,2262264,462155
2025-07-01,Website,6798222,7380480,17,51,1803855,462930
2025-07-02,Shopee,18688502,20421883,43,86,4997262,1011966
2025-07-02,Lazada,8084827,9121615,30,60,1536855,403617
2025-07-02,TikTok Shop,12082943,13413866,53,106,2202168,837102
2025-07-02,Website,5932102,6775810,16,32,1299383,246030
2025-07-03,Shopee,15811795,18133148,55,55,3691143,545252
2025-07-03,Lazada,9692720,11080533,20,60,2047334,553636
2025-07-03,TikTok Shop,10909653,12216104,22,22,2599522,831486
2025-07-03,Website,6824438,7611453,20,20,1459096,243311
2025-07-04,Shopee,23801248,27104929,63,63,4615749,1257307
2025-07-04,Lazada,12289369,14039589,32,96,3333270,291746
2025-07-04,TikTok Shop,16700237,17657014,36,108,4516285,1038512
2025-07-04,Website,7083709,7682881,32,32,1947955,395900
2025-07-05,Shopee,17327534,19731762,71,142,4759182,627785
2025-07-05,Lazada,13296684,14099886,59,118,3068349,784773
2025-07-05,TikTok Shop,18118672,19889940,42,42,3300213,422553
2025-07-05,Website,8746885,9651475,28,56,2170925,562210
2025-07-06,Shopee,18847519,20698672,38,76,4835673,1163390
2025-07-06,Lazada,12588130,14100389,29,87,2439291,582543
2025-07-06,TikTok Shop,13078027,14191999,33,66,2924933,307011
2025-07-06,Website,9001629,9534517,27,27,1824744,583743
2025-07-07,Shopee,16666717,18446803,34,34,4455440,583257
2025-07-07,Lazada,9162891,9691234,39,39,2051164,338622
2025-07-07,TikTok Shop,11173580,12122962,30,90,3006167,892605
2025-07-07,Website,6665077,7402317,24,48,1637998,395875
2025-07-08,Shopee,14287817,15359687,59,177,2865937,890350
2025-07-08,Lazada,9616077,10960059,24,24,2157407,366980
2025-07-08,TikTok Shop,14832048,16730860,37,74,3958631,513965
2025-07-08,Website,6270446,6783908,18,54,1444363,145724
2025-07-09,Shopee,14436333,16176635,34,102,3300445,356675
2025-07-09,Lazada,8943956,10143720,32,96,1816102,577015
2025-07-09,TikTok Shop,12910964,13714992,41,123,3377998,368191
2025-07-09,Website,6324406,7082286,19,57,1621699,488135
